Customer_No,Prediction,Probability_Prediction
93513,0,0.098696466
93514,0,0.065795217
93515,0,0.065474886
93516,0,0.092061936
93517,0,0.122403924
93518,0,0.210400841
93519,0,0.066843777
93520,0,0.069840376
93521,0,0.086722194
93522,0,0.047449785
93523,1,0.363196666
93524,0,0.145381916
93525,0,0.05917047
93526,0,0.15773494
93527,0,0.066911356
93528,1,0.262044814
93529,0,0.085050948
93530,0,0.056501153
93531,0,0.075720934
93532,0,0.089058249
93533,0,0.087611275
93534,0,0.149566911
93535,0,0.064696484
93536,0,0.08547637
93537,1,0.284916366
93538,0,0.147611004
93539,0,0.083057129
93540,0,0.152948398
93541,0,0.073240089
93542,0,0.098354104
93543,0,0.151742274
93544,0,0.07112139
93545,0,0.134477228
93546,0,0.091107729
93547,1,0.434213408
93548,0,0.071730196
93549,0,0.107563495
93550,0,0.094764088
93551,0,0.215333005
93552,1,0.231785195
93553,0,0.048966612
93554,0,0.065888519
93555,0,0.168501124
93556,1,0.354876352
93557,0,0.066813986
93558,0,0.088759375
93559,0,0.076332332
93560,0,0.085754384
93561,0,0.071479062
93562,0,0.055048957
93563,0,0.126380472
93564,0,0.112545424
93565,0,0.082016932
93566,0,0.068219746
93567,0,0.113263741
93568,0,0.091853825
93569,0,0.181932118
93570,0,0.144079395
93571,0,0.063783328
93572,0,0.155601205
93573,0,0.096093749
93574,0,0.078539934
93575,0,0.078532695
93576,0,0.136182415
93577,0,0.069981804
93578,0,0.140369893
93579,0,0.074405065
93580,0,0.140654487
93581,1,0.48553088
93582,0,0.063087293
93583,0,0.165663822
93584,0,0.083790716
93585,0,0.062706508
93586,0,0.04961864
93587,0,0.064370677
93588,0,0.086622819
93589,0,0.072403537
93590,0,0.088322865
93591,0,0.072763026
93592,0,0.126628592
93593,0,0.075625684
93594,1,0.346786341
93595,0,0.079351624
93596,0,0.106016477
93597,0,0.061138608
93598,0,0.10297914
93599,0,0.06806032
93600,0,0.085872322
93601,0,0.147626618
93602,0,0.068187127
93603,0,0.06111651
93604,0,0.067977716
93605,0,0.125827936
93606,0,0.074916089
93607,0,0.086317484
93608,0,0.184800399
93609,0,0.060039663
93610,0,0.176683115
93611,0,0.099343192
93612,0,0.14497665
93613,0,0.072428706
93614,0,0.11191989
93615,0,0.059614432
93616,0,0.089632088
93617,0,0.08312906
93618,0,0.164739631
93619,0,0.057355295
93620,0,0.071089837
93621,0,0.068653933
93622,0,0.088556541
93623,0,0.024081983
93624,0,0.085346238
93625,0,0.145971957
93626,0,0.0714301
93627,0,0.068495982
93628,0,0.073505369
93629,0,0.071793751
93630,1,0.295344585
93631,0,0.058415676
93632,0,0.068060918
93633,0,0.066467429
93634,0,0.077224057
93635,0,0.069134464
93636,0,0.052376975
93637,0,0.138417648
93638,0,0.069310291
93639,0,0.074541536
93640,0,0.131740315
93641,0,0.083704197
93642,0,0.113718425
93643,0,0.087597767
93644,0,0.21552676
93645,1,0.35085155
93646,0,0.076614246
93647,0,0.055110628
93648,1,0.246150927
93649,0,0.176090026
93650,1,0.357662292
93651,0,0.158964288
93652,0,0.077625122
93653,0,0.061767236
93654,0,0.113094835
93655,1,0.279823018
93656,0,0.064392441
93657,0,0.065929871
93658,0,0.067499264
93659,0,0.078924753
93660,0,0.068567658
93661,1,0.343362797
93662,0,0.076515138
93663,0,0.071019773
93664,0,0.03346904
93665,0,0.066465347
93666,0,0.090406661
93667,0,0.142023527
93668,0,0.06997545
93669,0,0.083289295
93670,0,0.105675966
93671,0,0.097144136
93672,0,0.084033597
93673,0,0.106479797
93674,0,0.087108739
93675,0,0.188058913
93676,1,0.380827872
93677,0,0.05974305
93678,0,0.185316772
93679,0,0.118707565
93680,0,0.080217016
93681,0,0.065833524
93682,0,0.123292953
93683,0,0.065768511
93684,0,0.086006316
93685,0,0.146420217
93686,0,0.07497453
93687,0,0.079162534
93688,0,0.054466694
93689,0,0.107664172
93690,0,0.071966933
93691,0,0.077896914
93692,0,0.100862277
93693,0,0.125825863
93694,0,0.062350681
93695,0,0.06365424
93696,0,0.088319299
93697,0,0.094368701
93698,0,0.142326776
93699,1,0.287902891
93700,0,0.072682509
93701,0,0.02724267
93702,0,0.153010797
93703,0,0.167101528
93704,0,0.129347935
93705,0,0.080803116
93706,0,0.079780646
93707,1,0.23784775
93708,0,0.169488063
93709,0,0.091192385
93710,0,0.065114464
93711,0,0.080225477
93712,0,0.095265316
93713,0,0.176823672
93714,0,0.063302204
93715,0,0.135162188
93716,0,0.147711304
93717,0,0.092713564
93718,0,0.115524179
93719,0,0.064049162
93720,0,0.063451875
93721,0,0.144400636
93722,0,0.05576441
93723,0,0.12455337
93724,0,0.062970903
93725,0,0.068331673
93726,0,0.130725546
93727,0,0.200783169
93728,0,0.082709869
93729,0,0.07588469
93730,0,0.044921396
93731,0,0.073315002
93732,0,0.090616928
93733,0,0.056087766
93734,0,0.140309941
93735,1,0.348174165
93736,0,0.060964823
93737,0,0.053975865
93738,0,0.059521176
93739,0,0.127384049
93740,1,0.238773335
93741,1,0.385407262
93742,1,0.345009161
93743,1,0.359809471
93744,0,0.075716748
93745,0,0.065474869
93746,0,0.087542558
93747,0,0.145587127
93748,0,0.07234125
93749,1,0.238661165
93750,0,0.02021556
93751,0,0.093365589
93752,1,0.221714671
93753,0,0.118859223
93754,0,0.122405566
93755,0,0.135467012
93756,0,0.094169366
93757,0,0.044281625
93758,0,0.097660358
93759,1,0.221123335
93760,0,0.139051366
93761,0,0.106891584
93762,0,0.077925453
93763,0,0.092984173
93764,0,0.098507208
93765,1,0.34443897
93766,0,0.05776981
93767,0,0.210040572
93768,1,0.233963291
93769,1,0.232421879
93770,0,0.047797531
93771,0,0.077511001
93772,0,0.062707377
93773,0,0.088726768
93774,1,0.334698893
93775,0,0.124715627
93776,0,0.183522285
93777,0,0.071098625
93778,0,0.088160301
93779,0,0.061705167
93780,0,0.088350806
93781,0,0.06444812
93782,0,0.105723964
93783,1,0.279891305
93784,0,0.093195463
93785,1,0.34514029
93786,1,0.395961979
93787,0,0.039245166
93788,0,0.074313767
93789,0,0.110433799
93790,0,0.197846002
93791,0,0.070312369
93792,0,0.067557344
93793,0,0.086434296
93794,0,0.169669434
93795,0,0.069160364
93796,0,0.061389708
93797,0,0.054790182
93798,0,0.060974333
93799,0,0.075517045
93800,1,0.399266006
93801,0,0.12185725
93802,0,0.089788802
93803,1,0.303602136
93804,1,0.26835707
93805,0,0.099150482
93806,0,0.10744175
93807,0,0.068530746
93808,0,0.05579962
93809,0,0.072029324
93810,1,0.324623885
93811,0,0.084495363
93812,0,0.082177701
93813,0,0.087465145
93814,0,0.054703817
93815,1,0.281309031
93816,0,0.087052818
93817,0,0.131760573
93818,1,0.394936472
93819,0,0.075608982
93820,0,0.056299596
93821,0,0.140715885
93822,0,0.074293574
93823,1,0.281289954
93824,0,0.117254656
93825,0,0.102329923
93826,0,0.080203111
93827,0,0.062581027
93828,0,0.06520872
93829,0,0.098848264
93830,0,0.076541303
93831,1,0.314785636
93832,1,0.232106759
93833,0,0.095217999
93834,0,0.069248539
93835,0,0.157443448
93836,1,0.218966192
93837,0,0.066444823
93838,0,0.101322851
93839,0,0.078768404
93840,0,0.078112802
93841,0,0.0667619
93842,0,0.078117897
93843,0,0.056782607
93844,0,0.061449558
93845,0,0.081015652
93846,0,0.125308542
93847,1,0.271452095
93848,0,0.103555685
93849,0,0.081035593
93850,0,0.087091086
93851,0,0.169341609
93852,1,0.235765979
93853,0,0.141351374
93854,0,0.091832065
93855,0,0.051792244
93856,0,0.057460984
93857,1,0.302666934
93858,0,0.086854879
93859,0,0.107444076
93860,0,0.074528675
93861,0,0.108705369
93862,1,0.260818498
93863,1,0.361401976
93864,0,0.191777685
93865,0,0.059272637
93866,1,0.395586043
93867,0,0.073678925
93868,0,0.064017977
93869,0,0.070593192
93870,0,0.034587689
93871,0,0.056744326
93872,1,0.324529538
93873,0,0.168645895
93874,0,0.126143295
93875,0,0.062381802
93876,0,0.082913203
93877,0,0.059664481
93878,1,0.258244406
93879,0,0.082620047
93880,0,0.063833383
93881,0,0.079831669
93882,0,0.06431822
93883,0,0.092976079
93884,0,0.18853505
93885,0,0.066417277
93886,0,0.073580414
93887,0,0.081683754
93888,0,0.090166083
93889,0,0.053422352
93890,0,0.06073982
93891,0,0.115403674
93892,1,0.510594603
93893,0,0.156146582
93894,0,0.09592639
93895,0,0.063212178
93896,0,0.121972884
93897,0,0.107296492
93898,0,0.102915143
93899,0,0.046391817
93900,0,0.130706615
93901,1,0.242810356
93902,1,0.340875778
93903,1,0.30330086
93904,0,0.178090966
93905,0,0.086853649
93906,0,0.098521194
93907,0,0.166940795
93908,0,0.070461287
93909,0,0.057212454
93910,0,0.084712139
93911,0,0.167676585
93912,0,0.157247465
93913,0,0.082410639
93914,0,0.105256186
93915,1,0.379624454
93916,0,0.084448058
93917,0,0.112464564
93918,0,0.050839543
93919,1,0.260544448
93920,0,0.074716845
93921,0,0.074535137
93922,1,0.392633707
93923,0,0.189616164
93924,0,0.084594214
93925,0,0.066788902
93926,0,0.060837122
93927,0,0.165940739
93928,0,0.113353816
93929,0,0.139669881
93930,0,0.063253527
93931,0,0.043823916
93932,1,0.335753378
93933,0,0.131627196
93934,1,0.398953603
93935,1,0.276130289
93936,0,0.125296824
93937,0,0.106740953
93938,0,0.094384149
93939,0,0.146372806
93940,1,0.220445385
93941,0,0.167398484
93942,0,0.175287409
93943,0,0.18861217
93944,0,0.073939445
93945,0,0.086118506
93946,0,0.062961865
93947,0,0.055367629
93948,0,0.060209295
93949,0,0.088553593
93950,0,0.115981688
93951,0,0.089614079
93952,0,0.107034833
93953,0,0.129396423
93954,0,0.120001165
93955,0,0.081460051
93956,1,0.299465249
93957,1,0.362964404
93958,0,0.079880001
93959,0,0.141966441
93960,0,0.067790408
93961,1,0.335100188
93962,0,0.139726083
93963,0,0.117183291
93964,0,0.055310204
93965,0,0.101731169
93966,0,0.106949687
93967,0,0.063613246
93968,0,0.07739293
93969,0,0.079946029
93970,0,0.127636047
93971,0,0.099087695
93972,0,0.062485909
93973,0,0.115670136
93974,0,0.117396865
93975,0,0.086960502
93976,1,0.276356747
93977,0,0.131168767
93978,0,0.073474445
93979,0,0.141309052
93980,0,0.101912851
93981,1,0.256675033
93982,0,0.084527502
93983,1,0.318071978
93984,0,0.080418701
93985,0,0.065929871
93986,0,0.147946803
93987,0,0.08786324
93988,1,0.297912654
93989,0,0.14826152
93990,0,0.112640814
93991,0,0.08333051
93992,0,0.07986071
93993,1,0.344710361
93994,0,0.088764736
93995,0,0.073256743
93996,0,0.090008393
93997,0,0.142353602
93998,0,0.142858904
93999,0,0.127193298
94000,0,0.065683446
94001,0,0.059119441
94002,0,0.205864304
94003,0,0.144930853
94004,0,0.074519819
94005,0,0.084223028
94006,0,0.133133584
94007,0,0.135433796
94008,0,0.086188374
94009,0,0.083691069
94010,1,0.326636037
94011,0,0.091038292
94012,0,0.066884925
94013,1,0.338110261
94014,0,0.059789738
94015,0,0.122283679
94016,0,0.117777022
94017,0,0.068653004
94018,0,0.138707224
94019,0,0.08832946
94020,0,0.065476894
94021,0,0.110642416
94022,1,0.248227458
94023,0,0.081468288
94024,0,0.156842824
94025,0,0.093896704
94026,1,0.424195828
94027,0,0.20845616
94028,0,0.057329499
94029,0,0.097053157
94030,0,0.06637656
94031,0,0.163115987
94032,0,0.053899051
94033,0,0.061524696
94034,0,0.155068706
94035,0,0.151086442
94036,0,0.198324094
94037,0,0.069836582
94038,0,0.128807537
94039,0,0.148047211
94040,0,0.135235982
94041,1,0.291440113
94042,0,0.04716827
94043,0,0.107988377
94044,0,0.098847144
94045,0,0.113809439
94046,0,0.081755475
94047,1,0.234744774
94048,0,0.123218205
94049,0,0.078738651
94050,0,0.092814576
94051,0,0.078134502
94052,0,0.059582796
94053,0,0.071638501
94054,1,0.369740261
94055,0,0.21641243
94056,0,0.102082203
94057,1,0.235105458
94058,0,0.106432718
94059,1,0.407493277
94060,0,0.132383356
94061,1,0.314171741
94062,0,0.098458203
94063,0,0.087309969
94064,0,0.061527027
94065,0,0.137030437
94066,0,0.21778983
94067,0,0.061370818
94068,0,0.04494882
94069,0,0.098667464
94070,1,0.325721749
94071,0,0.098884645
94072,0,0.073472307
94073,0,0.106920823
94074,0,0.075049515
94075,0,0.058543304
94076,1,0.359233104
94077,0,0.077261293
94078,0,0.188791049
94079,0,0.074708374
94080,0,0.07845346
94081,1,0.305556381
94082,0,0.063826776
94083,0,0.101436377
94084,0,0.075185168
94085,0,0.064633283
94086,0,0.062783746
94087,0,0.129488277
94088,0,0.070054557
94089,1,0.31749309
94090,0,0.113733457
94091,0,0.080543383
94092,0,0.067304089
94093,0,0.194366898
94094,0,0.141815353
94095,0,0.045607974
94096,1,0.330843352
94097,0,0.071387695
94098,0,0.079918956
94099,0,0.082474728
94100,0,0.173444262
94101,1,0.276847868
94102,0,0.072851023
94103,0,0.073231487
94104,0,0.110643485
94105,1,0.331247516
94106,0,0.108631203
94107,0,0.184731785
94108,0,0.211322939
94109,0,0.069483584
94110,0,0.013080749
94111,0,0.059074063
94112,0,0.120564287
94113,0,0.054558665
94114,0,0.105794036
94115,0,0.068337528
94116,0,0.047404546
94117,0,0.13875145
94118,0,0.079101631
94119,0,0.082999677
94120,0,0.097206704
94121,0,0.083748283
94122,0,0.072357671
94123,1,0.234112154
94124,0,0.130276893
94125,0,0.06431822
94126,0,0.08064381
94127,0,0.071064025
94128,0,0.067854745
94129,0,0.059241714
94130,0,0.06885592
94131,0,0.06885592
94132,0,0.189053113
94133,1,0.261242022
94134,0,0.098490295
94135,0,0.040394395
94136,0,0.098692237
94137,0,0.078780056
94138,0,0.054766707
94139,0,0.085194371
94140,0,0.199380422
94141,0,0.198181016
94142,0,0.111793149
94143,0,0.09683727
94144,1,0.354090202
94145,1,0.322851218
94146,0,0.06693831
94147,0,0.073620169
94148,0,0.077314672
94149,0,0.077175845
94150,0,0.069298211
94151,0,0.069383063
94152,0,0.09063328
94153,0,0.073304567
94154,1,0.258972535
94155,0,0.106652041
94156,0,0.180653515
94157,0,0.116775712
94158,0,0.099471051
94159,0,0.125229447
94160,0,0.066273923
94161,0,0.056815489
94162,0,0.087050672
94163,1,0.251239136
94164,0,0.069660508
94165,0,0.045305889
94166,0,0.064734818
94167,0,0.136615858
94168,1,0.336722404
94169,0,0.062188483
94170,0,0.079383211
94171,0,0.169614045
94172,0,0.140731159
94173,0,0.14669557
94174,0,0.079064073
94175,0,0.047297192
94176,0,0.065306134
94177,0,0.076134431
94178,0,0.068285324
94179,0,0.052805807
94180,0,0.066383577
94181,0,0.059241714
94182,0,0.079099481
94183,0,0.103530263
94184,0,0.06337683
94185,0,0.086895883
94186,0,0.179584959
94187,1,0.303184109
94188,0,0.069971342
94189,0,0.181400795
94190,1,0.218296813
94191,0,0.087513471
94192,0,0.098113773
94193,1,0.357646635
94194,0,0.066859201
94195,0,0.104700369
94196,0,0.090190708
94197,0,0.067806255
94198,0,0.061562544
94199,0,0.10344963
94200,0,0.064249929
94201,0,0.11228121
94202,0,0.061908964
94203,0,0.095092082
94204,0,0.057101914
94205,0,0.054926648
94206,0,0.078937435
94207,0,0.087987629
94208,1,0.500393189
94209,0,0.05822754
94210,0,0.069554048
94211,0,0.103381937
94212,0,0.075050157
94213,0,0.071140678
94214,0,0.07927293
94215,1,0.315796549
94216,1,0.44611303
94217,0,0.115803138
94218,1,0.442733972
94219,0,0.085132954
94220,1,0.22556992
94221,0,0.133446168
94222,1,0.299407329
94223,0,0.101188977
94224,0,0.067955951
94225,0,0.11336908
94226,0,0.127160483
94227,0,0.07128847
94228,0,0.052972998
94229,0,0.0922969
94230,0,0.087067057
94231,0,0.05882957
94232,1,0.221221654
94233,0,0.065546525
94234,0,0.092420128
94235,0,0.068418517
94236,1,0.348689951
94237,0,0.066324492
94238,1,0.350167967
94239,0,0.076440781
94240,0,0.069826519
94241,0,0.064383515
94242,0,0.164819957
94243,0,0.106257498
94244,0,0.123203565
94245,0,0.138362755
94246,0,0.080085142
94247,1,0.365690861
94248,0,0.147237533
94249,0,0.162698398
94250,0,0.068592853
94251,0,0.085951841
94252,0,0.095762498
94253,0,0.115803922
94254,1,0.254638559
94255,0,0.055778645
94256,0,0.086234348
94257,0,0.068187666
94258,0,0.109577224
94259,0,0.070222554
94260,0,0.052136333
94261,0,0.125833998
94262,0,0.077792678
94263,0,0.070371629
94264,1,0.26603898
94265,0,0.202633313
94266,0,0.188489033
94267,0,0.062503209
94268,1,0.322875206
94269,0,0.158258785
94270,0,0.081939052
94271,0,0.087920087
94272,0,0.054158889
94273,0,0.062862151
94274,0,0.059882339
94275,0,0.105970351
94276,0,0.21552676
94277,0,0.14566156
94278,0,0.074994932
94279,0,0.134658525
94280,0,0.138316514
94281,0,0.087684384
94282,0,0.104576181
94283,0,0.123366474
94284,1,0.300467398
94285,0,0.115692067
94286,0,0.087616327
94287,0,0.206258695
94288,0,0.110841589
94289,1,0.335398063
94290,1,0.297985074
94291,0,0.060815052
94292,0,0.050334085
94293,0,0.097606562
94294,0,0.090693618
94295,0,0.059010322
94296,0,0.067715928
94297,0,0.079525924
94298,0,0.074095275
94299,1,0.25354172
94300,1,0.233661845
94301,0,0.062453268
94302,0,0.107504468
94303,0,0.077467488
94304,0,0.080561116
94305,1,0.224163371
94306,0,0.075558326
94307,0,0.088813256
94308,0,0.131682099
94309,1,0.443480098
94310,0,0.056408041
94311,1,0.243346368
94312,0,0.186995988
94313,1,0.273541227
94314,0,0.177891777
94315,0,0.107227901
94316,0,0.135094741
94317,0,0.072191854
94318,0,0.061981893
94319,0,0.146522551
94320,0,0.07220498
94321,0,0.080140739
94322,1,0.365113153
94323,0,0.06349601
94324,0,0.083717278
94325,0,0.149509761
94326,0,0.184331575
94327,0,0.05449152
94328,0,0.090442705
94329,0,0.076433925
94330,0,0.063405192
94331,0,0.050709147
94332,0,0.181598757
94333,1,0.351193733
94334,0,0.184105986
94335,1,0.288247267
94336,0,0.066838751
94337,0,0.073034563
94338,0,0.088439059
94339,1,0.220168065
94340,0,0.106922432
94341,0,0.154988237
94342,1,0.257585377
94343,0,0.061590202
94344,1,0.270778139
94345,0,0.107231379
94346,1,0.337815378
94347,0,0.131461455
94348,0,0.059444556
94349,0,0.048560799
94350,0,0.167998637
94351,0,0.094511196
94352,0,0.098676571
94353,0,0.094627623
94354,0,0.146270335
94355,0,0.124435489
94356,0,0.070080365
94357,0,0.07535471
94358,0,0.156444409
94359,0,0.214479792
94360,0,0.127183094
94361,0,0.094415201
94362,0,0.080216433
94363,0,0.048188647
94364,0,0.040965125
94365,0,0.087222963
94366,0,0.070157606
94367,0,0.059293027
94368,0,0.12228625
94369,0,0.116395144
94370,1,0.275828086
94371,0,0.082504658
94372,0,0.114831643
94373,0,0.059773155
94374,0,0.120802535
94375,1,0.259167524
94376,0,0.068019402
94377,1,0.223207113
94378,0,0.079361464
94379,0,0.109564805
94380,1,0.272205722
94381,0,0.085734998
94382,0,0.138164443
94383,0,0.15131287
94384,1,0.249030286
94385,0,0.178335477
94386,1,0.444336799
94387,0,0.06417213
94388,1,0.258840076
94389,0,0.099818389
94390,0,0.1142462
94391,0,0.080055181
94392,1,0.386372931
94393,0,0.065509909
94394,0,0.123964351
94395,1,0.390670709
94396,0,0.10611107
94397,0,0.090758707
94398,0,0.154246714
94399,0,0.178015333
94400,0,0.097791044
94401,0,0.06748698
94402,0,0.093789771
94403,0,0.065344872
94404,1,0.236687202
94405,0,0.075396924
94406,0,0.078126702
94407,0,0.050338891
94408,0,0.066616402
94409,0,0.059844772
94410,0,0.065742863
94411,0,0.065530726
94412,0,0.082981199
94413,0,0.062426763
94414,0,0.071142062
94415,1,0.386809394
94416,0,0.111207924
94417,1,0.456468736
94418,0,0.078151143
94419,0,0.061316222
94420,1,0.238031091
94421,0,0.050811419
94422,0,0.076703586
94423,1,0.332727107
94424,0,0.072962825
94425,0,0.082013329
94426,0,0.091130418
94427,0,0.167325664
94428,0,0.075611054
94429,0,0.077563064
94430,0,0.117291969
94431,0,0.084740526
94432,0,0.066799407
94433,0,0.096216301
94434,0,0.077451886
94435,0,0.074039546
94436,0,0.084488934
94437,0,0.04952286
94438,0,0.109850809
94439,1,0.301332029
94440,0,0.126372749
94441,0,0.07362296
94442,0,0.105098833
94443,0,0.04697734
94444,0,0.072812857
94445,0,0.087775182
94446,0,0.06151466
94447,0,0.072736887
94448,0,0.057699696
94449,0,0.098204458
94450,1,0.231061932
94451,0,0.139688254
94452,0,0.078791614
94453,0,0.064383515
94454,0,0.071821659
94455,0,0.09438578
94456,0,0.117121979
94457,1,0.27127883
94458,0,0.167541873
94459,0,0.057687235
94460,0,0.043746716
94461,0,0.118222595
94462,1,0.310972128
94463,1,0.24489561
94464,0,0.058314224
94465,0,0.21522014
94466,0,0.0631116
94467,0,0.13131092
94468,0,0.058203593
94469,0,0.076928244
94470,1,0.312397055
94471,0,0.105196021
94472,0,0.074323188
94473,0,0.104653701
94474,0,0.086165382
94475,0,0.066191409
94476,0,0.059759852
94477,0,0.126963088
94478,1,0.241376346
94479,0,0.060478283
94480,0,0.082979395
94481,0,0.065929871
94482,0,0.089073279
94483,0,0.047182904
94484,0,0.08707059
94485,0,0.098667464
94486,1,0.233895905
94487,0,0.111940231
94488,0,0.126474946
94489,0,0.08272274
94490,0,0.062168363
94491,0,0.117917579
94492,0,0.070157655
94493,1,0.274108533
94494,0,0.091084126
94495,0,0.091940926
94496,0,0.052386043
94497,0,0.10743609
94498,0,0.064164717
94499,0,0.066213175
94500,0,0.077953427
94501,0,0.08939324
94502,1,0.25348189
94503,0,0.197359585
94504,0,0.056079342
94505,0,0.075320518
94506,0,0.108994677
94507,1,0.433548767
94508,0,0.138020282
94509,0,0.07211125
94510,0,0.083759908
94511,0,0.068417118
94512,0,0.080573362
94513,1,0.363615085
94514,1,0.347348544
94515,0,0.087136793
94516,0,0.059725353
94517,0,0.06971296
94518,0,0.059995256
94519,0,0.116025969
94520,0,0.095011433
94521,1,0.262284785
94522,0,0.070913699
94523,0,0.100663379
94524,0,0.079834091
94525,0,0.057532353
94526,0,0.114804781
94527,0,0.098784616
94528,0,0.160155706
94529,0,0.07442279
94530,1,0.354526944
94531,1,0.307408397
94532,0,0.169888005
94533,0,0.056585683
94534,0,0.117167193
94535,0,0.066533657
94536,0,0.078347339
94537,0,0.05643084
94538,0,0.067632195
94539,0,0.156818513
94540,0,0.066383577
94541,0,0.060808312
94542,0,0.084016913
94543,0,0.075865602
94544,0,0.141544399
94545,0,0.069160364
94546,1,0.368709791
94547,0,0.076629925
94548,0,0.063319494
94549,0,0.078894727
94550,0,0.07183655
94551,1,0.277701871
94552,0,0.068443877
94553,0,0.05906586
94554,0,0.06691378
94555,0,0.094806205
94556,0,0.066061167
94557,0,0.081772138
94558,0,0.073432643
94559,0,0.065872297
94560,0,0.071901558
94561,0,0.056673132
94562,0,0.067052268
94563,0,0.149727982
94564,0,0.100677366
94565,1,0.260653471
94566,0,0.115474284
94567,1,0.256689658
94568,0,0.0515725
94569,0,0.126971148
94570,0,0.080184509
94571,0,0.096013802
94572,0,0.212419109
94573,0,0.071846532
94574,0,0.109507578
94575,0,0.081386121
94576,0,0.158232136
94577,0,0.05357862
94578,0,0.123074587
94579,0,0.170191109
94580,1,0.445341486
94581,0,0.078015425
94582,0,0.024844743
94583,0,0.055408695
94584,1,0.27006787
94585,0,0.057981034
94586,0,0.19609492
94587,0,0.097981483
94588,0,0.128330809
94589,0,0.165721125
94590,0,0.168871115
94591,0,0.055781242
94592,0,0.074557139
94593,1,0.290484137
94594,1,0.375419513
94595,0,0.119667128
94596,0,0.092561551
94597,0,0.055174779
94598,0,0.053670445
94599,0,0.062634319
94600,0,0.188871481
94601,1,0.353322891
94602,0,0.16649272
94603,0,0.011545243
94604,0,0.119207723
94605,0,0.166069304
94606,0,0.067072185
94607,0,0.077226886
94608,0,0.064126913
94609,0,0.069781542
94610,0,0.072421176
94611,0,0.06635509
94612,0,0.069222671
94613,0,0.2079185
94614,1,0.313035688
94615,0,0.094993971
94616,0,0.061060317
94617,0,0.078408991
94618,0,0.064611245
94619,1,0.226234034
94620,0,0.146857925
94621,0,0.067863111
94622,0,0.046548683
94623,0,0.137960459
94624,0,0.069134464
94625,0,0.096848573
94626,0,0.046695918
94627,0,0.083341987
94628,0,0.085126556
94629,0,0.069954211
94630,1,0.396623198
94631,1,0.284841013
94632,0,0.072903092
94633,0,0.057036467
94634,0,0.074748955
94635,0,0.085228162
94636,0,0.069993818
94637,0,0.107523702
94638,0,0.094091441
94639,0,0.098576455
94640,0,0.039345651
94641,1,0.271872348
94642,0,0.103677212
94643,0,0.123290695
94644,0,0.137123954
94645,1,0.309582816
94646,0,0.061320172
94647,0,0.101620359
94648,0,0.061094608
94649,0,0.087327645
94650,0,0.068331673
94651,0,0.071021139
94652,1,0.488390137
94653,0,0.063768241
94654,0,0.056406559
94655,0,0.126194239
94656,0,0.083306201
94657,0,0.057867824
94658,0,0.076283685
94659,0,0.065338
94660,0,0.054254106
94661,0,0.058919471
94662,0,0.067663738
94663,0,0.055332778
94664,0,0.107425085
94665,0,0.124632146
94666,0,0.120599127
94667,1,0.405030413
94668,1,0.330669926
94669,0,0.078563021
94670,0,0.068643434
94671,0,0.058920449
94672,0,0.078747616
94673,0,0.137658609
94674,0,0.090249531
94675,0,0.087162471
94676,0,0.093352105
94677,0,0.110526542
94678,1,0.252399999
94679,0,0.092507634
94680,1,0.322987478
94681,0,0.072821636
94682,0,0.073425313
94683,1,0.243671372
94684,0,0.066672701
94685,0,0.11436267
94686,0,0.081224327
94687,0,0.078937778
94688,0,0.104640733
94689,0,0.123961848
94690,0,0.084646845
94691,0,0.088180135
94692,0,0.208729861
94693,0,0.130400964
94694,0,0.068342026
94695,0,0.117161321
94696,0,0.063258487
94697,0,0.090039547
94698,0,0.086033317
94699,0,0.077120703
94700,1,0.372072211
94701,0,0.055749536
94702,0,0.083613386
94703,0,0.124351025
94704,0,0.090145052
94705,0,0.059268084
94706,0,0.20479915
94707,0,0.11175406
94708,0,0.056047364
94709,1,0.394324485
94710,0,0.060280571
94711,0,0.074936036
94712,0,0.066273923
94713,0,0.165799761
94714,0,0.069737286
94715,1,0.247333402
94716,1,0.25022928
94717,0,0.081853564
94718,1,0.233611118
94719,0,0.183327877
94720,0,0.065702523
94721,0,0.07404973
94722,1,0.355892304
94723,0,0.059820093
94724,0,0.122226184
94725,1,0.353179427
94726,0,0.05941207
94727,0,0.114466865
94728,0,0.084724629
94729,0,0.044677199
94730,0,0.092747825
94731,0,0.101269956
94732,0,0.11838053
94733,0,0.114467437
94734,0,0.079490514
94735,0,0.191023041
94736,0,0.093048466
94737,0,0.076509845
94738,1,0.233925226
94739,0,0.159165643
94740,0,0.084676372
94741,1,0.364842729
94742,0,0.098982188
94743,0,0.203448459
94744,0,0.19842149
94745,0,0.135339467
94746,0,0.080322495
94747,0,0.070672093
94748,0,0.068143462
94749,0,0.125878505
94750,0,0.171136841
94751,1,0.220220717
94752,0,0.081135667
94753,0,0.069850521
94754,0,0.086794681
94755,0,0.059770035
94756,1,0.284872068
94757,0,0.12710305
94758,0,0.082803956
94759,0,0.176137306
94760,0,0.071854749
94761,0,0.057299774
94762,0,0.057673017
94763,0,0.1521964
94764,0,0.066465347
94765,0,0.060831215
94766,0,0.193048271
94767,0,0.204142538
94768,0,0.077100591
94769,0,0.067999674
94770,0,0.078212741
94771,0,0.092403454
94772,0,0.091360733
94773,0,0.075848454
94774,1,0.371931523
94775,0,0.074853812
94776,0,0.097440481
94777,0,0.076817364
94778,0,0.18868399
94779,0,0.071076206
94780,1,0.220290785
94781,0,0.074504009
94782,0,0.097401688
94783,1,0.337112056
